epoch,loss,accuracy
0,0.5391419529914856,0.7379101514816284
1,0.5379582047462463,0.7368993759155273
2,0.5384536385536194,0.7384932637214661
3,0.5382656455039978,0.7372881174087524
4,0.5382661819458008,0.7380656003952026
5,0.538093626499176,0.7385709881782532
6,0.5378783345222473,0.7373659014701843
7,0.538017988204956,0.7391929626464844
8,0.5376197695732117,0.7382211089134216
9,0.5376853346824646,0.7384543418884277
10,0.5376949310302734,0.7383766174316406
11,0.537686288356781,0.7377157807350159
12,0.537363588809967,0.7379101514816284
13,0.5374568700790405,0.7391152381896973
14,0.5374377965927124,0.737482488155365
15,0.5379703640937805,0.7376768589019775
16,0.5370155572891235,0.7385321259498596
17,0.5368820428848267,0.7389597296714783
18,0.5366836786270142,0.7391152381896973
19,0.5363613367080688,0.7388820052146912
20,0.5371010303497314,0.7384154796600342
21,0.5368192791938782,0.7381822466850281
22,0.5362632274627686,0.7392318248748779
23,0.5366824269294739,0.7388430833816528
24,0.5358830690383911,0.7388820052146912
25,0.5362764596939087,0.739776074886322
26,0.5364174842834473,0.7394651174545288
27,0.5357857346534729,0.7393096089363098
28,0.5362574458122253,0.7390374541282654
29,0.5363367795944214,0.7387653589248657
30,0.5359004139900208,0.739776074886322
31,0.5357858538627625,0.7389985918998718
32,0.5364755392074585,0.7384154796600342
33,0.5357267260551453,0.7389985918998718
34,0.5356606245040894,0.7400093078613281
35,0.5356712341308594,0.7390763759613037
36,0.5356351733207703,0.7384543418884277
37,0.5357556343078613,0.7396983504295349
38,0.5354364514350891,0.7392318248748779
39,0.5355440974235535,0.7395039796829224
40,0.5354987382888794,0.7388820052146912
41,0.5352593064308167,0.7390374541282654
42,0.5353573560714722,0.7400093078613281
43,0.5353760123252869,0.739620566368103
44,0.5351127982139587,0.7392707467079163
45,0.5346289277076721,0.7395428419113159
46,0.5354998707771301,0.7394651174545288
47,0.5347288250923157,0.739620566368103
48,0.5349258780479431,0.7388820052146912
49,0.5349017381668091,0.7398927211761475
50,0.5345622897148132,0.739776074886322
51,0.5351769924163818,0.7390763759613037
52,0.5348485708236694,0.7393484711647034
53,0.53470778465271,0.7400093078613281
54,0.5347434878349304,0.7393096089363098
55,0.5346449017524719,0.7401648163795471
56,0.5347399711608887,0.7395039796829224
57,0.5346530675888062,0.7406313419342041
58,0.5350169539451599,0.74008709192276
59,0.5348049402236938,0.7386098504066467
60,0.5342456698417664,0.7393484711647034
61,0.5346308946609497,0.7400482296943665
62,0.5342623591423035,0.7404758334159851
63,0.5345030426979065,0.7400093078613281
64,0.5343039631843567,0.7399704456329346
65,0.5343794226646423,0.7402036786079407
66,0.5344336628913879,0.7398149371147156
67,0.5341148972511292,0.7407090663909912
68,0.5342389941215515,0.7403203248977661
69,0.5345646142959595,0.7390763759613037
70,0.5342174172401428,0.7404758334159851
71,0.5339221954345703,0.7407090663909912
72,0.5343878865242004,0.7403591871261597
73,0.533726155757904,0.7405535578727722
74,0.5338948369026184,0.7403980493545532
75,0.5341820120811462,0.7399704456329346
76,0.5341081619262695,0.7398149371147156
77,0.5337362885475159,0.7406313419342041
78,0.533863365650177,0.7407479286193848
79,0.5335137844085693,0.7394261956214905
80,0.5334452390670776,0.7409811615943909
81,0.5337074398994446,0.7401259541511536
82,0.5338356494903564,0.7407867908477783
83,0.5335508584976196,0.7410589456558228
84,0.5336287021636963,0.7397372126579285
85,0.533733606338501,0.7403591871261597
86,0.5340149402618408,0.7401259541511536
87,0.5335607528686523,0.7405924201011658
88,0.5334985852241516,0.7401648163795471
89,0.5335733890533447,0.7406313419342041
90,0.5335467457771301,0.7408257126808167
91,0.533525824546814,0.7396594882011414
92,0.5335400700569153,0.7408257126808167
93,0.5338361859321594,0.7405146956443787
94,0.5341343879699707,0.7404758334159851
95,0.532871425151825,0.739931583404541
96,0.5333075523376465,0.7404369711875916
97,0.5333274006843567,0.7407479286193848
98,0.5338355302810669,0.7404758334159851
99,0.5331425666809082,0.7403203248977661
