epoch,loss,accuracy
0,0.5273337364196777,0.7373270392417908
1,0.4981312155723572,0.7540040612220764
2,0.49423763155937195,0.7565697431564331
3,0.4923730194568634,0.7575804591178894
4,0.4911769926548004,0.7578136920928955
5,0.48939669132232666,0.7584357261657715
6,0.4887489974498749,0.7590965628623962
7,0.4871938228607178,0.7610791325569153
8,0.4868465065956116,0.7598740458488464
9,0.48618680238723755,0.7596019506454468
10,0.48524245619773865,0.7613512873649597
11,0.4845341444015503,0.7617788910865784
12,0.48456257581710815,0.7603016495704651
13,0.48398658633232117,0.7610402703285217
14,0.48349663615226746,0.7607681751251221
15,0.4830351173877716,0.7627507448196411
16,0.4826262593269348,0.7630228400230408
17,0.48234692215919495,0.7620898485183716
18,0.48184934258461,0.7635282278060913
19,0.48153501749038696,0.7627507448196411
20,0.48110970854759216,0.7627896070480347
21,0.48042726516723633,0.7625563740730286
22,0.48050829768180847,0.7636448740959167
23,0.47997355461120605,0.764266848564148
24,0.4798926115036011,0.7643834352493286
25,0.47931569814682007,0.7630617618560791
26,0.4788883924484253,0.764266848564148
27,0.4786491096019745,0.7651998400688171
28,0.4784705638885498,0.764500081539154
29,0.4782489836215973,0.7645389437675476
30,0.4778776466846466,0.7652775645256042
31,0.477496474981308,0.7645389437675476
32,0.47693172097206116,0.7652775645256042
33,0.4769190549850464,0.7653942108154297
34,0.47704604268074036,0.7653942108154297
35,0.4761373996734619,0.7657829523086548
36,0.47631749510765076,0.7653164267539978
37,0.47594693303108215,0.764266848564148
38,0.4754565954208374,0.7650443315505981
39,0.4754486382007599,0.7660550475120544
40,0.4753538966178894,0.7655496597290039
41,0.4752970337867737,0.7644223570823669
42,0.4748538136482239,0.7658218145370483
43,0.47452637553215027,0.7662105560302734
44,0.47445130348205566,0.7656663060188293
45,0.47421643137931824,0.766404926776886
46,0.47415053844451904,0.766404926776886
47,0.47394126653671265,0.7662105560302734
48,0.4732885956764221,0.7669491767883301
49,0.47362810373306274,0.7651609182357788
50,0.473373681306839,0.7669491767883301
51,0.4731454849243164,0.7657051682472229
52,0.473093181848526,0.7665992975234985
53,0.47281938791275024,0.7677266597747803
54,0.4729363024234772,0.7676877379417419
55,0.47273001074790955,0.7668713927268982
56,0.47232869267463684,0.7678432464599609
57,0.47208940982818604,0.7664826512336731
58,0.47173723578453064,0.7660550475120544
59,0.47216495871543884,0.7672601342201233
60,0.47155293822288513,0.7681154012680054
61,0.4715062081813812,0.7672212719917297
62,0.47151029109954834,0.7658606767654419
63,0.4711863696575165,0.7681931257247925
64,0.47135013341903687,0.7675711512565613
65,0.47071778774261475,0.7674545049667358
66,0.470814049243927,0.7669102549552917
67,0.47070425748825073,0.7671046257019043
68,0.47057458758354187,0.7666770219802856
69,0.4707709550857544,0.7677266597747803
70,0.4701637923717499,0.7674545049667358
71,0.47018277645111084,0.7679598927497864
72,0.4699659049510956,0.7688539624214172
73,0.4700360894203186,0.7667936682701111
74,0.4698182940483093,0.7688539624214172
75,0.46986475586891174,0.7684652209281921
76,0.46970993280410767,0.7674545049667358
77,0.4694579243659973,0.7683097720146179
78,0.46977919340133667,0.7680376172065735
79,0.4693869948387146,0.7677266597747803
80,0.46926090121269226,0.7678432464599609
81,0.46922972798347473,0.7678432464599609
82,0.4694732427597046,0.7691261172294617
83,0.469137579202652,0.7684652209281921
84,0.4687197804450989,0.7672989964485168
85,0.46876513957977295,0.7684652209281921
86,0.4687446355819702,0.7684263586997986
87,0.4688320457935333,0.768698513507843
88,0.4688536822795868,0.7692038416862488
89,0.46907317638397217,0.7690872550010681
90,0.4687168598175049,0.7689706087112427
91,0.46859559416770935,0.7684263586997986
92,0.4687885642051697,0.76982581615448
93,0.46853044629096985,0.7688928842544556
94,0.46862441301345825,0.7685818672180176
95,0.4683418869972229,0.7689317464828491
96,0.46834591031074524,0.7693982124328613
97,0.4681289494037628,0.769981324672699
98,0.46836599707603455,0.7689317464828491
99,0.46836939454078674,0.7697480916976929
